session_id,user_id,content_id,watch_date,watch_duration_minutes,completion_percentage,device_type,quality_level
S017593,U0397,M075,2024-01-16,116,93.0,Mobile,HD
S017594,U0397,M077,2024-01-26,93,92.7,Smart TV,SD
S017595,U0397,M197,2024-07-19,148,94.4,Smart TV,4K
S017596,U0397,S044,2024-03-21,38,84.7,Desktop,HD
S017597,U0397,M090,2024-03-07,47,54.9,Smart TV,SD
S017598,U0397,M103,2024-02-04,156,100.0,Smart TV,SD
S017599,U0397,S051,2024-06-22,23,100.0,Mobile,HD
S017600,U0397,M020,2024-02-12,101,93.9,Gaming Console,HD
S017601,U0397,M016,2024-02-11,70,74.4,Gaming Console,SD
S017602,U0397,M190,2024-05-26,118,100.0,Smart TV,SD
S017603,U0397,S002,2024-02-22,19,95.4,Tablet,HD
S017604,U0397,M052,2024-08-29,111,92.8,Smart TV,HD
S017605,U0397,M058,2024-02-26,165,95.7,Smart TV,4K
S017606,U0397,M043,2024-04-20,134,100.0,Mobile,HD
S017607,U0397,M114,2024-03-21,112,72.8,Mobile,HD
S017608,U0397,M167,2024-01-11,127,90.1,Mobile,HD
S017609,U0397,M199,2024-05-11,175,100.0,Desktop,4K
S017610,U0397,S086,2024-08-30,52,91.8,Mobile,SD
S017611,U0397,M052,2024-06-17,102,85.2,Smart TV,SD
S017612,U0397,M057,2024-06-20,120,81.0,Smart TV,HD
S017613,U0397,S041,2024-02-07,27,81.3,Smart TV,HD
S017614,U0397,S030,2024-05-28,57,99.1,Mobile,SD
S017615,U0397,M085,2024-08-03,150,100.0,Mobile,HD
S017616,U0397,S076,2024-05-08,27,56.1,Gaming Console,4K
S017617,U0397,M060,2024-06-25,100,82.7,Tablet,4K
S017618,U0397,M039,2024-03-21,80,77.7,Mobile,HD
S017619,U0397,M023,2024-05-09,146,99.4,Mobile,HD
S017620,U0397,M154,2024-02-12,72,89.8,Mobile,SD
S017621,U0397,S012,2024-07-22,31,93.9,Smart TV,HD
S017622,U0397,M192,2024-05-21,97,68.9,Mobile,4K
S017623,U0397,M129,2024-03-05,88,81.5,Smart TV,HD
S017624,U0397,M050,2024-08-30,59,62.0,Mobile,HD
S017625,U0397,S058,2024-04-15,29,52.0,Smart TV,HD
S017626,U0397,M174,2024-05-19,81,100.0,Smart TV,SD
S017627,U0398,M146,2024-01-17,44,55.5,Gaming Console,HD
S017628,U0398,M119,2024-01-30,76,55.3,Smart TV,4K
S017629,U0398,M047,2024-01-23,88,73.6,Smart TV,SD
S017630,U0398,M162,2024-01-08,113,97.5,Gaming Console,HD
S017631,U0398,S011,2024-02-05,34,88.4,Mobile,SD
S017632,U0398,M170,2024-07-03,108,86.9,Gaming Console,4K
S017633,U0398,M021,2024-03-02,144,97.4,Smart TV,HD
S017634,U0398,M119,2024-03-04,131,95.4,Smart TV,4K
S017635,U0398,M140,2024-08-05,54,50.6,Tablet,HD
S017636,U0398,M051,2024-05-06,117,76.0,Smart TV,4K
S017637,U0398,M191,2024-08-02,121,88.0,Desktop,HD
S017638,U0398,S093,2024-06-14,45,97.3,Smart TV,HD
S017639,U0398,S030,2024-06-21,51,88.8,Mobile,HD
S017640,U0398,S049,2024-08-04,37,100.0,Desktop,HD
S017641,U0398,S083,2024-03-23,53,100.0,Mobile,HD
S017642,U0398,M097,2024-06-21,129,98.9,Smart TV,4K
S017643,U0398,M008,2024-04-04,115,74.7,Smart TV,SD
S017644,U0398,S038,2024-04-06,52,100.0,Gaming Console,HD
S017645,U0398,S078,2024-02-06,21,85.6,Mobile,HD
S017646,U0398,S090,2024-02-08,29,59.4,Smart TV,SD
S017647,U0398,M176,2024-04-18,156,95.9,Gaming Console,SD
S017648,U0398,M119,2024-01-11,104,75.6,Smart TV,SD
S017649,U0398,S065,2024-05-18,36,83.0,Tablet,HD
S017650,U0398,M068,2024-06-09,169,100.0,Smart TV,4K
S017651,U0398,M126,2024-08-27,81,73.1,Smart TV,HD
S017652,U0398,S005,2024-01-03,28,98.3,Desktop,HD
S017653,U0398,M141,2024-01-20,147,100.0,Smart TV,HD
S017654,U0398,M041,2024-07-06,117,100.0,Tablet,HD
S017655,U0398,M022,2024-07-28,96,65.5,Smart TV,HD
S017656,U0398,M051,2024-06-03,133,86.4,Smart TV,4K
S017657,U0398,M084,2024-05-11,93,66.5,Smart TV,4K
S017658,U0398,M094,2024-02-07,127,73.6,Tablet,SD
S017659,U0398,M009,2024-07-04,86,96.2,Smart TV,SD
S017660,U0398,S030,2024-03-29,39,67.8,Mobile,SD
S017661,U0398,M071,2024-03-11,82,81.2,Smart TV,HD
S017662,U0398,S030,2024-06-02,45,77.7,Tablet,SD
S017663,U0398,S026,2024-05-28,31,53.8,Mobile,HD
S017664,U0398,M178,2024-02-06,148,88.0,Mobile,SD
S017665,U0398,M153,2024-03-21,163,91.4,Desktop,4K
S017666,U0398,M087,2024-03-12,119,85.7,Tablet,SD
S017667,U0398,S013,2024-07-20,52,100.0,Gaming Console,HD
S017668,U0398,S038,2024-07-03,46,90.3,Desktop,HD
S017669,U0398,M169,2024-03-10,157,100.0,Smart TV,4K
S017670,U0398,M167,2024-06-22,141,99.3,Desktop,4K
S017671,U0398,S055,2024-01-22,33,57.2,Gaming Console,SD
S017672,U0398,M088,2024-08-03,133,91.5,Smart TV,HD
S017673,U0398,M083,2024-05-28,58,50.7,Desktop,4K
S017674,U0398,S093,2024-02-11,47,100.0,Smart TV,HD
S017675,U0398,M138,2024-03-26,109,74.6,Smart TV,HD
S017676,U0398,S048,2024-04-29,5,20.5,Gaming Console,HD
S017677,U0398,M129,2024-08-20,106,97.7,Smart TV,SD
S017678,U0398,S090,2024-07-20,49,100.0,Smart TV,4K
S017679,U0399,M141,2024-05-08,124,84.6,Smart TV,SD
S017680,U0399,M021,2024-01-19,124,84.3,Mobile,SD
S017681,U0399,S086,2024-04-20,57,100.0,Mobile,HD
S017682,U0399,M181,2024-04-01,49,39.4,Smart TV,HD
S017683,U0399,M139,2024-02-23,111,86.0,Mobile,SD
S017684,U0399,M097,2024-06-07,121,92.4,Mobile,HD
S017685,U0399,M132,2024-06-12,60,56.7,Mobile,HD
S017686,U0399,M001,2024-06-15,70,39.2,Tablet,4K
S017687,U0399,M068,2024-07-23,150,88.8,Smart TV,SD
S017688,U0399,M035,2024-07-30,29,26.0,Smart TV,HD
S017689,U0399,S012,2024-02-25,34,100.0,Mobile,SD
S017690,U0399,M187,2024-07-19,104,67.1,Desktop,HD
S017691,U0399,M106,2024-03-03,29,30.9,Gaming Console,4K
S017692,U0399,M085,2024-08-25,139,92.7,Smart TV,HD
S017693,U0399,M026,2024-02-15,126,77.8,Smart TV,HD
S017694,U0399,M118,2024-08-18,123,100.0,Gaming Console,4K
S017695,U0399,M066,2024-02-29,83,61.9,Desktop,4K
S017696,U0399,M030,2024-02-09,46,31.8,Mobile,HD
S017697,U0399,M176,2024-01-30,155,95.1,Smart TV,SD
S017698,U0399,S063,2024-01-11,40,78.4,Smart TV,4K
S017699,U0399,M190,2024-08-28,64,54.9,Tablet,4K
S017700,U0399,S038,2024-07-24,42,81.0,Mobile,HD
S017701,U0399,S037,2024-01-03,28,73.8,Mobile,HD
S017702,U0399,S002,2024-04-22,16,83.7,Gaming Console,SD
S017703,U0399,M101,2024-02-15,21,14.0,Mobile,SD
S017704,U0399,S011,2024-05-20,21,54.7,Desktop,HD
S017705,U0399,S050,2024-05-15,29,75.4,Mobile,HD
S017706,U0399,M071,2024-03-21,86,85.2,Mobile,SD
S017707,U0399,S043,2024-07-16,19,55.4,Mobile,SD
S017708,U0399,M140,2024-04-13,62,57.5,Smart TV,HD
S017709,U0399,M130,2024-07-11,26,19.0,Gaming Console,HD
S017710,U0399,M074,2024-04-14,93,64.1,Gaming Console,SD
S017711,U0399,S071,2024-05-09,25,69.3,Mobile,HD
S017712,U0399,M162,2024-06-28,66,57.7,Tablet,HD
S017713,U0399,M197,2024-06-15,152,97.3,Smart TV,SD
S017714,U0399,S040,2024-08-03,32,94.7,Desktop,4K
S017715,U0399,S090,2024-04-29,45,92.4,Mobile,HD
S017716,U0399,S096,2024-08-07,44,73.8,Smart TV,4K
S017717,U0399,S031,2024-04-14,59,100.0,Tablet,HD
S017718,U0399,S090,2024-03-25,28,57.8,Mobile,HD
S017719,U0399,M051,2024-05-31,80,52.1,Smart TV,4K
S017720,U0399,M027,2024-04-20,59,46.3,Mobile,HD
S017721,U0399,M178,2024-04-11,98,58.2,Smart TV,4K
S017722,U0399,M012,2024-08-19,20,19.8,Smart TV,HD
S017723,U0400,S038,2024-01-04,41,80.6,Smart TV,HD
S017724,U0400,M077,2024-04-11,62,61.6,Mobile,HD
S017725,U0400,M005,2024-07-12,148,88.1,Tablet,HD
S017726,U0400,M140,2024-06-11,62,57.8,Smart TV,4K
S017727,U0400,M045,2024-03-28,14,11.5,Smart TV,4K
S017728,U0400,S018,2024-02-15,10,27.3,Gaming Console,HD
S017729,U0400,S005,2024-08-21,15,53.1,Smart TV,HD
S017730,U0400,M076,2024-05-09,128,77.4,Smart TV,4K
S017731,U0400,M194,2024-05-05,76,72.8,Desktop,HD
S017732,U0400,M176,2024-08-06,136,84.0,Tablet,4K
S017733,U0400,S069,2024-03-21,39,80.7,Gaming Console,4K
S017734,U0400,M030,2024-08-06,86,59.4,Smart TV,4K
S017735,U0400,S095,2024-07-12,19,60.0,Mobile,SD
S017736,U0400,M001,2024-05-26,65,36.5,Desktop,4K
S017737,U0400,M088,2024-08-07,79,54.1,Mobile,SD
S017738,U0400,S085,2024-03-04,15,59.4,Desktop,HD
S017739,U0400,M043,2024-04-12,102,76.8,Mobile,HD
S017740,U0400,M122,2024-07-01,54,34.4,Smart TV,HD
S017741,U0400,M195,2024-07-02,78,77.8,Smart TV,4K
S017742,U0400,S080,2024-03-16,17,52.1,Mobile,HD
S017743,U0400,S036,2024-01-19,26,76.3,Smart TV,4K
S017744,U0400,M077,2024-05-09,52,51.5,Smart TV,HD
S017745,U0400,S008,2024-07-05,24,87.2,Gaming Console,HD
S017746,U0400,S039,2024-06-16,22,42.3,Desktop,SD
S017747,U0400,M008,2024-02-20,81,52.7,Mobile,SD
S017748,U0400,M126,2024-01-19,94,84.3,Tablet,4K
S017749,U0400,M072,2024-06-28,17,13.9,Smart TV,SD
S017750,U0400,S075,2024-01-17,31,83.4,Mobile,HD
S017751,U0400,S049,2024-02-18,33,89.4,Smart TV,HD
S017752,U0400,M141,2024-07-06,113,77.0,Mobile,HD
S017753,U0400,S070,2024-07-05,42,77.5,Smart TV,HD
S017754,U0400,M054,2024-02-01,54,55.4,Tablet,4K
S017755,U0400,M013,2024-01-26,132,74.6,Gaming Console,SD
S017756,U0400,S005,2024-01-08,15,52.1,Desktop,4K
S017757,U0400,M038,2024-02-05,85,53.0,Mobile,4K
S017758,U0400,M066,2024-03-04,103,77.5,Smart TV,4K
S017759,U0400,M134,2024-07-15,97,73.1,Mobile,HD
S017760,U0400,S033,2024-01-06,15,54.6,Mobile,HD
S017761,U0400,S067,2024-01-01,39,65.3,Mobile,HD
S017762,U0400,S040,2024-06-01,24,71.2,Mobile,SD
S017763,U0400,M107,2024-03-03,90,99.6,Tablet,HD
S017764,U0400,M130,2024-07-08,28,20.5,Mobile,SD
S017765,U0400,M123,2024-06-09,31,27.1,Smart TV,SD
S017766,U0400,S007,2024-07-14,18,32.1,Mobile,SD
S017767,U0400,M002,2024-03-17,32,22.0,Mobile,HD
S017768,U0400,M054,2024-03-03,98,100.0,Desktop,HD
S017769,U0400,S083,2024-07-14,38,72.0,Smart TV,4K
S017770,U0400,M177,2024-06-01,50,30.1,Mobile,SD
S017771,U0400,M153,2024-07-14,179,100.0,Smart TV,HD
S017772,U0400,S099,2024-05-05,39,100.0,Smart TV,SD
S017773,U0400,M197,2024-08-23,103,65.8,Smart TV,4K
S017774,U0400,M188,2024-05-20,60,53.4,Smart TV,SD
S017775,U0400,M157,2024-02-11,102,100.0,Smart TV,SD
S017776,U0400,M032,2024-03-27,86,64.8,Smart TV,4K
S017777,U0400,S005,2024-07-25,27,93.3,Smart TV,SD
S017778,U0400,M155,2024-06-14,82,71.0,Desktop,HD
S017779,U0400,M043,2024-01-21,134,100.0,Mobile,HD
S017780,U0400,S077,2024-08-18,21,94.6,Mobile,SD
S017781,U0400,M137,2024-07-09,84,67.8,Mobile,HD
S017782,U0400,M120,2024-01-07,104,100.0,Desktop,HD
S017783,U0400,M129,2024-06-08,97,89.3,Mobile,HD
S017784,U0400,S019,2024-07-25,11,28.7,Smart TV,SD
S017785,U0400,S082,2024-05-06,35,77.3,Tablet,4K
S017786,U0401,M110,2024-03-14,114,90.4,Desktop,4K
S017787,U0401,M088,2024-05-20,117,80.3,Mobile,SD
S017788,U0401,M144,2024-08-25,111,100.0,Gaming Console,4K
S017789,U0401,M072,2024-03-28,113,90.7,Smart TV,HD
S017790,U0401,S031,2024-08-31,59,100.0,Mobile,SD
S017791,U0401,M063,2024-08-23,84,81.0,Smart TV,4K
S017792,U0401,S038,2024-04-22,46,88.8,Desktop,4K
S017793,U0401,S005,2024-06-01,29,100.0,Mobile,4K
S017794,U0401,S061,2024-08-04,50,100.0,Mobile,HD
S017795,U0401,S067,2024-08-18,45,76.6,Mobile,SD
S017796,U0401,M075,2024-03-07,119,95.5,Gaming Console,4K
S017797,U0401,M187,2024-08-19,133,85.8,Mobile,HD
S017798,U0401,M111,2024-02-12,86,89.4,Mobile,HD
S017799,U0401,M195,2024-03-28,52,51.6,Smart TV,HD
S017800,U0401,S058,2024-03-05,52,91.4,Desktop,4K
S017801,U0401,S012,2024-06-20,28,85.1,Tablet,HD
S017802,U0401,M002,2024-04-07,146,100.0,Smart TV,4K
S017803,U0401,S006,2024-01-02,21,70.6,Desktop,4K
S017804,U0401,S065,2024-06-09,44,100.0,Mobile,HD
S017805,U0401,S027,2024-02-22,49,99.4,Smart TV,SD
S017806,U0401,M010,2024-03-25,111,64.0,Mobile,4K
S017807,U0401,S088,2024-01-01,47,82.7,Mobile,HD
S017808,U0401,M054,2024-03-23,98,100.0,Smart TV,HD
S017809,U0401,M161,2024-05-03,91,86.9,Tablet,HD
S017810,U0401,M190,2024-08-14,116,98.7,Mobile,SD
S017811,U0401,S030,2024-01-08,53,92.6,Smart TV,HD
S017812,U0401,S050,2024-05-20,35,92.2,Mobile,4K
S017813,U0401,M100,2024-03-01,112,77.6,Mobile,HD
S017814,U0401,M134,2024-04-09,79,60.1,Tablet,HD
S017815,U0401,S044,2024-03-25,43,94.8,Smart TV,HD
S017816,U0401,M159,2024-03-27,57,59.7,Smart TV,HD
S017817,U0401,S097,2024-05-23,28,70.1,Desktop,SD
S017818,U0401,M178,2024-03-11,163,96.5,Tablet,4K
S017819,U0401,S094,2024-04-09,37,83.3,Smart TV,HD
S017820,U0401,M120,2024-07-19,99,96.1,Tablet,HD
S017821,U0401,M074,2024-03-03,119,81.8,Smart TV,HD
S017822,U0401,M200,2024-07-17,117,96.5,Tablet,HD
S017823,U0401,M075,2024-03-23,125,100.0,Smart TV,HD
S017824,U0401,S011,2024-02-07,36,93.7,Smart TV,HD
S017825,U0401,S069,2024-06-09,49,100.0,Smart TV,HD
S017826,U0401,S093,2024-02-28,42,89.6,Smart TV,4K
S017827,U0401,M029,2024-01-31,71,57.8,Gaming Console,SD
S017828,U0401,M043,2024-03-28,124,92.6,Mobile,SD
S017829,U0401,S008,2024-07-05,23,85.3,Desktop,SD
S017830,U0401,S084,2024-03-15,51,97.6,Mobile,HD
S017831,U0401,M192,2024-05-27,122,87.1,Mobile,SD
S017832,U0401,S017,2024-06-21,33,88.7,Tablet,HD
S017833,U0401,M139,2024-03-22,121,94.1,Smart TV,HD
S017834,U0401,S016,2024-03-29,46,84.8,Tablet,SD
S017835,U0401,M133,2024-07-13,123,100.0,Desktop,SD
S017836,U0401,M021,2024-03-20,137,93.2,Smart TV,HD
S017837,U0401,S090,2024-03-07,43,87.9,Tablet,SD
S017838,U0401,S024,2024-08-03,48,100.0,Smart TV,4K
S017839,U0401,S038,2024-07-28,52,100.0,Desktop,4K
S017840,U0401,M092,2024-04-18,116,80.3,Mobile,SD
S017841,U0401,M095,2024-02-18,131,100.0,Mobile,HD
S017842,U0401,S042,2024-03-09,51,100.0,Smart TV,4K
S017843,U0401,M005,2024-03-21,153,90.6,Mobile,4K
S017844,U0401,S049,2024-06-12,22,61.5,Smart TV,SD
S017845,U0401,S008,2024-07-04,27,97.1,Mobile,HD
S017846,U0401,S052,2024-07-01,52,95.5,Smart TV,HD
S017847,U0401,S098,2024-04-04,55,97.4,Smart TV,HD
S017848,U0401,S069,2024-02-29,45,92.0,Mobile,SD
S017849,U0401,M199,2024-01-24,162,92.9,Smart TV,HD
S017850,U0401,M162,2024-07-03,94,81.8,Desktop,HD
S017851,U0401,M097,2024-08-31,131,100.0,Tablet,4K
S017852,U0401,M090,2024-06-04,43,51.0,Smart TV,HD
S017853,U0402,S012,2024-01-09,32,94.2,Smart TV,HD
S017854,U0402,S003,2024-04-13,35,80.3,Smart TV,HD
S017855,U0402,M124,2024-01-16,119,79.4,Mobile,HD
S017856,U0402,M045,2024-01-16,94,76.8,Smart TV,HD
S017857,U0402,M017,2024-05-30,86,89.3,Tablet,HD
S017858,U0402,M027,2024-05-30,115,90.3,Desktop,4K
S017859,U0402,M175,2024-01-26,87,63.3,Mobile,HD
S017860,U0402,M172,2024-03-20,134,95.6,Mobile,HD
S017861,U0402,M112,2024-01-10,158,94.6,Mobile,HD
S017862,U0402,M181,2024-08-25,113,89.9,Tablet,HD
S017863,U0402,S087,2024-01-23,33,60.9,Smart TV,4K
S017864,U0402,M103,2024-07-10,137,88.2,Mobile,HD
S017865,U0402,M170,2024-03-25,98,78.5,Smart TV,HD
S017866,U0402,S098,2024-08-06,48,85.5,Smart TV,SD
S017867,U0402,S067,2024-01-24,31,53.0,Mobile,HD
S017868,U0402,S088,2024-02-12,53,92.9,Tablet,SD
S017869,U0402,S057,2024-08-11,23,100.0,Gaming Console,4K
S017870,U0402,M098,2024-01-20,142,100.0,Mobile,SD
S017871,U0402,S028,2024-07-15,27,61.1,Mobile,SD
S017872,U0402,M060,2024-02-27,105,86.2,Mobile,HD
S017873,U0402,M057,2024-05-19,149,100.0,Mobile,SD
S017874,U0402,M112,2024-06-02,167,100.0,Smart TV,4K
S017875,U0402,M014,2024-02-06,108,89.3,Mobile,4K
S017876,U0402,M181,2024-06-03,69,54.9,Mobile,HD
S017877,U0402,M048,2024-08-23,96,93.2,Smart TV,HD
S017878,U0402,M103,2024-08-08,145,93.6,Mobile,SD
S017879,U0402,M075,2024-06-14,122,97.9,Smart TV,HD
S017880,U0402,S099,2024-05-05,39,100.0,Mobile,HD
S017881,U0402,M178,2024-04-03,141,83.7,Smart TV,HD
S017882,U0402,S085,2024-05-15,25,99.0,Mobile,SD
S017883,U0402,M077,2024-03-06,83,82.6,Smart TV,4K
S017884,U0402,S014,2024-06-07,55,92.6,Smart TV,4K
S017885,U0402,S086,2024-06-27,47,83.4,Tablet,HD
S017886,U0402,S069,2024-04-19,46,95.2,Mobile,4K
S017887,U0402,M139,2024-06-19,106,82.2,Mobile,HD
S017888,U0402,S006,2024-04-21,30,100.0,Desktop,HD
S017889,U0402,S042,2024-05-20,48,95.3,Mobile,SD
S017890,U0402,M199,2024-08-01,162,92.9,Smart TV,HD
S017891,U0402,S013,2024-03-11,39,75.3,Smart TV,SD
S017892,U0403,S038,2024-02-28,48,93.9,Mobile,SD
S017893,U0403,M167,2024-03-18,122,86.3,Desktop,HD
S017894,U0403,M085,2024-04-18,145,97.0,Gaming Console,HD
S017895,U0403,M002,2024-08-22,142,97.4,Mobile,4K
S017896,U0403,M199,2024-03-09,175,100.0,Mobile,HD
S017897,U0403,S089,2024-03-02,37,93.0,Mobile,4K
S017898,U0403,S092,2024-05-26,58,100.0,Tablet,HD
S017899,U0403,S011,2024-03-25,30,77.8,Mobile,4K
S017900,U0403,M190,2024-08-12,104,88.9,Smart TV,HD
S017901,U0403,M036,2024-02-09,12,12.6,Smart TV,4K
S017902,U0403,M096,2024-02-08,56,66.3,Mobile,HD
S017903,U0403,M093,2024-05-14,47,54.4,Smart TV,4K
S017904,U0403,M120,2024-05-30,75,72.8,Mobile,SD
S017905,U0403,M169,2024-08-27,152,97.0,Gaming Console,HD
S017906,U0403,M139,2024-04-11,123,95.6,Desktop,HD
S017907,U0403,M016,2024-08-10,95,100.0,Gaming Console,HD
S017908,U0403,M080,2024-01-13,99,100.0,Tablet,SD
S017909,U0403,M075,2024-08-04,92,74.2,Tablet,SD
S017910,U0403,S050,2024-05-24,38,99.4,Tablet,4K
S017911,U0403,M009,2024-05-02,85,94.6,Mobile,HD
S017912,U0403,S069,2024-01-26,25,51.9,Desktop,HD
S017913,U0403,M058,2024-01-17,115,67.0,Mobile,SD
S017914,U0403,M027,2024-02-21,72,56.3,Smart TV,HD
S017915,U0403,M119,2024-02-12,126,91.3,Mobile,HD
S017916,U0403,M049,2024-07-01,125,99.3,Mobile,HD
S017917,U0403,M191,2024-03-03,138,100.0,Gaming Console,HD
S017918,U0403,S089,2024-04-05,10,25.8,Desktop,HD
S017919,U0403,S070,2024-02-22,35,65.3,Mobile,SD
S017920,U0403,S019,2024-01-26,20,51.7,Smart TV,SD
S017921,U0404,M133,2024-03-08,111,91.0,Tablet,4K
S017922,U0404,S086,2024-07-29,48,84.3,Gaming Console,4K
S017923,U0404,M149,2024-05-25,115,96.7,Smart TV,SD
S017924,U0404,M133,2024-03-06,101,82.4,Smart TV,4K
S017925,U0404,M024,2024-03-18,158,99.5,Smart TV,HD
S017926,U0404,M049,2024-04-19,118,93.7,Smart TV,4K
S017927,U0404,M043,2024-07-29,127,94.9,Smart TV,HD
S017928,U0404,M034,2024-03-02,151,100.0,Smart TV,4K
S017929,U0404,M098,2024-01-23,122,86.4,Gaming Console,4K
S017930,U0404,M093,2024-05-05,81,93.1,Smart TV,HD
S017931,U0404,M097,2024-03-20,125,95.9,Smart TV,HD
S017932,U0404,M029,2024-07-28,123,100.0,Smart TV,4K
S017933,U0404,M109,2024-02-29,83,58.6,Smart TV,HD
S017934,U0404,S044,2024-07-14,32,69.7,Smart TV,4K
S017935,U0404,M177,2024-03-04,140,84.0,Smart TV,4K
S017936,U0404,M026,2024-02-02,130,80.3,Mobile,4K
S017937,U0404,M122,2024-03-06,150,95.8,Mobile,SD
S017938,U0404,M168,2024-02-25,140,100.0,Smart TV,HD
S017939,U0404,M160,2024-03-22,104,65.1,Smart TV,HD
S017940,U0404,M119,2024-08-16,127,92.5,Smart TV,4K
S017941,U0404,S002,2024-04-03,17,85.7,Mobile,SD
S017942,U0404,S009,2024-07-15,32,85.0,Tablet,HD
S017943,U0404,S076,2024-06-03,41,85.0,Mobile,HD
S017944,U0404,M192,2024-01-17,119,85.1,Smart TV,4K
S017945,U0404,M001,2024-06-26,153,85.6,Desktop,SD
S017946,U0404,S061,2024-02-03,48,96.8,Smart TV,4K
S017947,U0404,M171,2024-04-01,95,65.2,Smart TV,HD
S017948,U0404,S003,2024-04-21,44,100.0,Tablet,HD
S017949,U0404,M047,2024-07-19,109,91.1,Smart TV,4K
S017950,U0404,M031,2024-07-28,104,100.0,Smart TV,4K
S017951,U0404,M066,2024-02-12,129,96.7,Smart TV,SD
S017952,U0404,M196,2024-08-12,85,84.9,Desktop,HD
S017953,U0404,M162,2024-05-12,116,100.0,Mobile,SD
S017954,U0404,M033,2024-07-25,104,87.6,Smart TV,4K
S017955,U0404,M182,2024-07-18,151,84.1,Smart TV,4K
S017956,U0404,M181,2024-06-30,126,100.0,Mobile,SD
S017957,U0404,M117,2024-06-06,158,93.2,Smart TV,SD
S017958,U0404,S046,2024-01-22,10,51.8,Mobile,SD
S017959,U0404,S019,2024-03-04,32,80.2,Smart TV,HD
S017960,U0404,M114,2024-02-08,135,88.0,Smart TV,4K
S017961,U0405,M153,2024-07-24,154,86.4,Mobile,HD
S017962,U0405,M031,2024-01-03,101,97.1,Tablet,HD
S017963,U0405,S035,2024-02-09,36,74.1,Desktop,4K
S017964,U0405,M058,2024-07-22,143,83.0,Smart TV,HD
S017965,U0405,M125,2024-03-26,126,77.1,Mobile,SD
S017966,U0405,S018,2024-05-06,20,54.2,Smart TV,HD
S017967,U0405,M011,2024-01-18,71,88.2,Mobile,SD
S017968,U0405,M068,2024-04-20,169,100.0,Desktop,HD
S017969,U0405,S023,2024-07-24,22,55.9,Desktop,4K
S017970,U0405,M049,2024-08-05,122,97.1,Tablet,4K
S017971,U0405,S078,2024-02-11,25,100.0,Gaming Console,4K
S017972,U0405,M022,2024-02-19,133,91.1,Smart TV,HD
S017973,U0405,S099,2024-05-21,31,80.2,Smart TV,SD
S017974,U0405,M163,2024-08-25,68,81.3,Smart TV,4K
S017975,U0405,S008,2024-05-24,25,89.7,Smart TV,HD
S017976,U0405,M101,2024-05-20,87,57.7,Mobile,4K
S017977,U0405,M156,2024-06-07,135,77.2,Tablet,HD
S017978,U0405,M067,2024-05-18,126,100.0,Mobile,SD
S017979,U0405,M141,2024-04-12,140,95.7,Mobile,HD
S017980,U0405,M017,2024-07-11,81,84.3,Smart TV,4K
S017981,U0405,M061,2024-08-18,99,100.0,Tablet,HD
S017982,U0405,M168,2024-05-02,129,92.8,Desktop,SD
S017983,U0405,M037,2024-07-19,73,81.2,Smart TV,SD
S017984,U0405,M021,2024-08-18,148,100.0,Desktop,4K
S017985,U0405,S083,2024-05-16,44,83.8,Smart TV,4K
S017986,U0405,M143,2024-07-20,113,74.4,Mobile,HD
S017987,U0405,M176,2024-08-28,132,81.2,Smart TV,HD
S017988,U0405,S082,2024-03-28,42,91.6,Smart TV,HD
S017989,U0405,M142,2024-05-29,145,85.2,Smart TV,4K
S017990,U0405,S045,2024-06-21,14,61.3,Mobile,SD
S017991,U0405,S028,2024-06-15,42,94.8,Desktop,HD
S017992,U0405,S086,2024-06-09,57,100.0,Mobile,HD
S017993,U0405,S056,2024-05-01,37,63.9,Desktop,4K
S017994,U0405,M170,2024-07-19,124,99.5,Smart TV,SD
S017995,U0405,M141,2024-04-17,128,87.4,Mobile,4K
S017996,U0405,S055,2024-04-09,47,80.6,Tablet,HD
S017997,U0405,M185,2024-03-30,146,100.0,Tablet,SD
S017998,U0405,S076,2024-04-16,44,90.1,Smart TV,4K
S017999,U0405,S061,2024-06-12,37,75.7,Desktop,HD
S018000,U0405,M192,2024-03-04,96,68.2,Tablet,HD
S018001,U0405,M059,2024-08-17,146,100.0,Mobile,SD
S018002,U0405,M053,2024-07-15,154,95.4,Mobile,4K
S018003,U0405,M056,2024-06-27,58,66.0,Mobile,HD
S018004,U0405,M167,2024-05-19,142,100.0,Gaming Console,4K
S018005,U0405,M017,2024-03-10,97,100.0,Mobile,HD
S018006,U0405,M169,2024-02-11,157,100.0,Mobile,SD
S018007,U0405,M182,2024-01-02,176,97.8,Mobile,SD
S018008,U0405,M022,2024-07-30,140,95.4,Mobile,HD
S018009,U0405,M173,2024-07-10,150,91.9,Mobile,HD
S018010,U0405,S063,2024-04-18,46,91.9,Smart TV,SD
S018011,U0405,M195,2024-02-16,84,83.3,Tablet,4K
S018012,U0405,S069,2024-08-10,49,100.0,Smart TV,4K
S018013,U0405,M171,2024-01-01,120,82.2,Tablet,4K
S018014,U0405,S082,2024-07-08,43,93.7,Mobile,HD
S018015,U0405,S094,2024-08-16,43,95.8,Mobile,HD
S018016,U0405,M114,2024-07-22,123,79.9,Gaming Console,HD
S018017,U0405,S042,2024-01-14,51,100.0,Mobile,SD
S018018,U0405,M129,2024-07-12,106,97.4,Desktop,4K
S018019,U0405,S011,2024-03-11,32,83.5,Tablet,4K
S018020,U0405,S062,2024-05-23,46,85.3,Mobile,HD
S018021,U0405,M161,2024-03-05,98,94.3,Desktop,HD
