user_id,age,country,subscription_type,registration_date,total_watch_time_hours,registration_month,total_sessions,avg_session_duration,total_session_minutes,avg_completion_rate,high_engagement_rate,weekend_usage_rate,movie_preference_rate,content_variety
U1251,61,Mexico,Premium,2023-04-03,91.5,2023-04,197,93.08,18337,85.12,0.58,0.25,0.78,87
U1252,37,Mexico,Premium,2023-02-20,517.6,2023-02,62,108.94,6754,93.34,0.82,0.31,0.69,30
U1253,60,Chile,Standard,2023-01-23,234.6,2023-01,120,77.72,9326,73.91,0.48,0.34,0.68,54
U1254,32,Argentina,Premium,2023-08-14,844.7,2023-08,81,85.94,6961,88.22,0.74,0.15,0.59,40
U1255,21,Peru,Basic,2023-01-27,505.4,2023-01,28,58.04,1625,58.36,0.18,0.18,0.71,15
U1256,54,Mexico,Premium,2024-01-30,745.7,2024-01,68,89.22,6067,86.52,0.63,0.56,0.66,33
U1257,54,Argentina,Basic,2022-12-06,249.3,2022-12,114,58.67,6688,56.94,0.13,0.29,0.72,50
U1258,57,Colombia,Basic,2022-09-22,105.8,2022-09,72,64.75,4662,66.05,0.28,0.29,0.69,33
U1259,59,Mexico,Standard,2022-10-17,94.4,2022-10,85,85.44,7262,77.08,0.49,0.28,0.74,41
U1260,53,Argentina,Standard,2022-01-23,79.2,2022-01,151,84.24,12720,77.21,0.45,0.34,0.77,72
U1261,37,Chile,Basic,2022-03-07,363.0,2022-03,36,87.81,3161,77.71,0.61,0.31,0.67,19
U1262,26,Colombia,Basic,2022-01-29,227.8,2022-01,56,91.38,5117,81.99,0.55,0.5,0.7,27
U1263,57,Argentina,Standard,2023-12-17,77.1,2023-12,95,80.01,7601,76.56,0.39,0.35,0.67,49
U1264,33,Colombia,Premium,2022-04-20,171.5,2022-04,67,112.42,7532,90.17,0.66,0.39,0.91,30
U1265,42,Colombia,Premium,2023-03-24,718.7,2023-03,39,94.9,3701,93.21,0.85,0.54,0.79,22
U1266,23,Argentina,Premium,2024-01-17,871.6,2024-01,189,95.89,18123,88.23,0.66,0.31,0.81,76
U1267,34,Chile,Basic,2023-06-17,285.8,2023-06,115,87.89,10107,80.81,0.58,0.36,0.75,56
U1268,55,Argentina,Basic,2023-10-20,411.1,2023-10,110,67.91,7470,67.69,0.28,0.16,0.63,54
U1269,62,Mexico,Basic,2022-01-10,273.2,2022-01,47,66.51,3126,69.73,0.26,0.26,0.6,29
U1270,44,Colombia,Standard,2023-08-26,169.9,2023-08,30,89.63,2689,75.11,0.4,0.23,0.8,13
U1271,44,Peru,Standard,2023-10-09,56.9,2023-10,95,85.75,8146,75.07,0.39,0.21,0.8,41
U1272,27,Colombia,Standard,2022-03-30,604.5,2022-03,25,99.56,2489,87.56,0.72,0.32,0.68,12
U1273,61,Colombia,Premium,2022-09-04,592.1,2022-09,134,86.22,11553,89.23,0.77,0.3,0.64,61
U1274,55,Mexico,Basic,2023-09-11,278.4,2023-09,91,65.86,5993,66.68,0.25,0.36,0.66,47
U1275,64,Mexico,Premium,2022-10-21,889.3,2022-10,113,90.27,10200,85.23,0.62,0.2,0.73,48
U1276,54,Mexico,Premium,2022-09-10,139.0,2022-09,203,89.45,18158,85.47,0.63,0.18,0.68,83
U1277,34,Mexico,Basic,2022-03-31,427.8,2022-03,50,77.92,3896,81.8,0.52,0.3,0.62,24
U1278,29,Chile,Standard,2023-12-31,36.2,2023-12,118,101.08,11927,86.7,0.62,0.21,0.81,59
U1279,64,Colombia,Basic,2022-12-28,404.5,2022-12,93,67.29,6258,69.34,0.29,0.31,0.66,47
U1280,23,Chile,Basic,2022-04-26,423.4,2022-04,120,71.43,8572,62.3,0.26,0.32,0.78,56
U1281,51,Chile,Standard,2024-02-20,452.5,2024-02,37,103.46,3828,79.96,0.49,0.35,0.92,16
U1282,65,Argentina,Basic,2023-01-19,413.3,2023-01,70,78.37,5486,67.22,0.2,0.31,0.76,33
U1283,52,Mexico,Standard,2023-10-04,440.5,2023-10,24,52.33,1256,71.4,0.33,0.38,0.5,12
U1284,40,Argentina,Standard,2022-01-24,383.9,2022-01,88,88.38,7777,85.61,0.58,0.28,0.69,46
U1285,42,Argentina,Standard,2023-10-06,207.1,2023-10,105,81.58,8566,73.9,0.36,0.17,0.75,55
U1286,56,Mexico,Basic,2023-02-28,415.2,2023-02,63,64.33,4053,58.19,0.16,0.13,0.79,30
U1287,31,Argentina,Basic,2022-04-24,301.9,2022-04,35,64.86,2270,65.31,0.2,0.14,0.57,19
U1288,46,Mexico,Basic,2023-12-24,80.3,2023-12,73,62.01,4527,59.45,0.08,0.16,0.75,39
U1289,41,Mexico,Basic,2023-09-17,58.5,2023-09,57,67.89,3870,55.88,0.19,0.33,0.82,28
U1290,47,Chile,Standard,2022-04-18,526.8,2022-04,43,76.88,3306,79.81,0.51,0.4,0.49,24
U1291,31,Colombia,Basic,2022-07-18,81.6,2022-07,102,81.46,8309,75.83,0.5,0.28,0.75,44
U1292,42,Chile,Basic,2023-07-25,338.3,2023-07,53,63.79,3381,62.9,0.32,0.3,0.72,29
U1293,33,Chile,Basic,2023-03-12,196.2,2023-03,44,84.68,3726,67.94,0.34,0.2,0.84,22
U1294,63,Chile,Basic,2022-09-07,178.8,2022-09,38,59.61,2265,59.45,0.03,0.21,0.66,18
U1295,43,Colombia,Basic,2023-03-11,351.3,2023-03,14,78.0,1092,70.75,0.21,0.21,0.79,8
U1296,27,Argentina,Basic,2022-07-24,124.3,2022-07,69,83.7,5775,78.07,0.42,0.32,0.78,36
U1297,18,Chile,Basic,2022-04-22,359.2,2022-04,14,52.14,730,51.06,0.14,0.29,0.64,8
U1298,22,Mexico,Basic,2024-02-24,25.1,2024-02,85,65.28,5549,60.24,0.21,0.51,0.74,44
U1299,45,Argentina,Standard,2023-01-06,564.9,2023-01,97,80.62,7820,76.2,0.48,0.31,0.76,46
U1300,32,Chile,Basic,2023-04-22,350.3,2023-04,74,87.34,6463,76.77,0.46,0.35,0.74,37
U1301,53,Colombia,Basic,2022-07-28,433.5,2022-07,84,59.26,4978,57.37,0.12,0.24,0.73,42
U1302,53,Colombia,Basic,2023-06-01,254.6,2023-06,94,67.87,6380,62.65,0.29,0.31,0.7,49
U1303,56,Colombia,Basic,2022-04-11,213.7,2022-04,119,70.79,8424,65.57,0.12,0.28,0.71,56
U1304,35,Argentina,Standard,2023-10-25,68.3,2023-10,60,102.13,6128,89.74,0.85,0.25,0.77,29
U1305,40,Colombia,Basic,2022-09-28,358.2,2022-09,115,77.21,8879,72.19,0.38,0.28,0.74,51
U1306,34,Chile,Premium,2023-08-15,828.9,2023-08,155,97.14,15057,92.65,0.85,0.28,0.73,62
U1307,27,Colombia,Basic,2023-09-06,19.4,2023-09,102,71.17,7259,71.07,0.5,0.28,0.82,45
U1308,41,Chile,Basic,2022-11-12,57.9,2022-11,102,66.61,6794,62.37,0.2,0.14,0.72,44
U1309,51,Peru,Basic,2022-01-28,107.7,2022-01,19,72.37,1375,69.34,0.32,0.26,0.79,12
U1310,45,Peru,Standard,2024-01-01,577.0,2024-01,115,74.46,8563,73.52,0.4,0.2,0.61,57
U1311,52,Chile,Basic,2022-12-08,153.5,2022-12,28,66.32,1857,58.31,0.14,0.14,0.93,13
U1312,23,Argentina,Standard,2024-02-15,356.2,2024-02,47,70.55,3316,72.93,0.26,0.06,0.68,25
U1313,53,Colombia,Standard,2023-03-25,497.4,2023-03,57,85.53,4875,80.47,0.46,0.35,0.61,34
U1314,65,Chile,Standard,2022-12-13,293.8,2022-12,55,83.33,4583,74.87,0.42,0.16,0.73,28
U1315,20,Chile,Standard,2023-12-17,528.3,2023-12,136,71.56,9732,68.73,0.31,0.27,0.76,61
U1316,24,Mexico,Premium,2023-06-02,637.3,2023-06,68,92.5,6290,85.56,0.68,0.15,0.75,28
U1317,27,Mexico,Basic,2022-05-03,54.5,2022-05,94,67.91,6384,74.94,0.39,0.24,0.62,47
U1318,37,Peru,Standard,2023-01-24,367.8,2023-01,59,94.58,5580,84.53,0.44,0.14,0.78,28
U1319,62,Mexico,Standard,2023-03-14,20.9,2023-03,114,82.64,9421,77.08,0.47,0.25,0.76,49
U1320,58,Colombia,Basic,2022-09-25,171.7,2022-09,32,46.94,1502,59.25,0.16,0.38,0.47,18
U1321,59,Chile,Basic,2023-08-19,57.1,2023-08,13,78.69,1023,66.23,0.31,0.46,0.69,8
U1322,43,Peru,Premium,2022-07-25,201.5,2022-07,128,86.55,11078,87.0,0.62,0.28,0.73,58
U1323,45,Argentina,Basic,2023-07-24,245.9,2023-07,98,62.98,6172,65.58,0.17,0.22,0.58,54
U1324,50,Chile,Basic,2022-12-17,258.7,2022-12,83,76.57,6355,71.09,0.27,0.27,0.7,39
U1325,48,Argentina,Basic,2023-02-05,231.7,2023-02,61,79.87,4872,62.22,0.34,0.36,0.85,29
U1326,41,Chile,Premium,2023-10-10,415.2,2023-10,55,92.45,5085,84.75,0.64,0.33,0.8,26
U1327,45,Colombia,Standard,2022-10-27,321.2,2022-10,122,84.93,10361,76.18,0.43,0.26,0.72,55
U1328,41,Mexico,Basic,2022-10-23,263.6,2022-10,105,67.92,7132,62.83,0.24,0.23,0.71,49
U1329,47,Argentina,Basic,2022-05-12,463.6,2022-05,48,63.19,3033,66.59,0.29,0.19,0.71,26
U1330,26,Chile,Premium,2022-08-12,540.1,2022-08,52,115.42,6002,89.44,0.81,0.4,0.88,27
U1331,32,Mexico,Standard,2023-07-10,408.5,2023-07,122,81.23,9910,85.51,0.65,0.24,0.68,60
U1332,58,Argentina,Premium,2022-09-18,132.0,2022-09,84,83.5,7014,84.41,0.55,0.29,0.65,37
U1333,45,Mexico,Basic,2023-11-15,58.3,2023-11,77,76.42,5884,69.42,0.35,0.3,0.81,34
U1334,38,Chile,Standard,2022-04-08,269.7,2022-04,75,82.0,6150,80.54,0.45,0.2,0.67,36
U1335,61,Mexico,Premium,2023-12-22,512.8,2023-12,121,99.13,11995,90.33,0.8,0.34,0.77,54
U1336,42,Peru,Standard,2022-11-12,570.7,2022-11,73,81.25,5931,81.86,0.56,0.3,0.66,41
U1337,45,Peru,Premium,2022-02-06,782.5,2022-02,26,88.38,2298,78.5,0.46,0.31,0.73,13
U1338,56,Mexico,Standard,2023-05-22,120.7,2023-05,102,79.45,8104,72.93,0.36,0.31,0.69,50
U1339,34,Argentina,Standard,2024-02-25,420.4,2024-02,143,91.35,13063,84.89,0.59,0.24,0.8,64
U1340,30,Colombia,Standard,2023-11-12,355.6,2023-11,68,82.15,5586,86.16,0.65,0.26,0.65,35
U1341,38,Mexico,Standard,2023-04-29,567.9,2023-04,51,100.25,5113,80.02,0.45,0.31,0.8,26
U1342,40,Mexico,Standard,2022-12-12,510.5,2022-12,106,97.68,10354,88.81,0.73,0.32,0.77,40
U1343,54,Mexico,Standard,2022-05-06,53.1,2022-05,96,77.04,7396,80.43,0.61,0.27,0.66,46
U1344,31,Colombia,Standard,2022-02-09,561.4,2022-02,55,78.33,4308,85.41,0.64,0.29,0.69,28
U1345,63,Chile,Standard,2023-08-09,65.4,2023-08,45,70.49,3172,75.01,0.27,0.29,0.53,23
U1346,21,Argentina,Standard,2023-11-05,81.1,2023-11,117,88.36,10338,73.5,0.47,0.21,0.84,55
U1347,48,Chile,Premium,2022-03-03,96.4,2022-03,167,94.96,15858,88.98,0.72,0.38,0.71,74
U1348,18,Mexico,Basic,2022-09-04,405.6,2022-09,65,59.78,3886,63.31,0.12,0.17,0.66,32
U1349,26,Peru,Standard,2023-03-25,426.8,2023-03,120,93.63,11236,88.89,0.69,0.3,0.68,58
U1350,26,Mexico,Basic,2023-02-11,388.6,2023-02,67,75.76,5076,79.26,0.45,0.21,0.64,33
U1351,22,Mexico,Premium,2022-02-17,825.4,2022-02,114,86.24,9831,88.92,0.73,0.26,0.63,53
U1352,18,Mexico,Basic,2023-07-17,251.3,2023-07,118,61.73,7284,62.02,0.14,0.31,0.69,54
U1353,36,Mexico,Standard,2023-08-07,71.5,2023-08,149,108.66,16190,88.91,0.77,0.36,0.85,62
U1354,37,Colombia,Basic,2024-01-12,172.6,2024-01,96,66.86,6419,76.35,0.36,0.3,0.52,44
U1355,53,Argentina,Premium,2023-11-16,457.6,2023-11,54,80.06,4323,82.61,0.48,0.26,0.72,27
U1356,60,Peru,Standard,2022-06-23,433.1,2022-06,127,83.26,10574,78.3,0.5,0.24,0.72,58
U1357,36,Colombia,Basic,2023-11-20,498.8,2023-11,110,80.19,8821,73.27,0.39,0.31,0.73,54
U1358,64,Chile,Premium,2024-01-14,570.6,2024-01,93,97.54,9071,86.11,0.69,0.23,0.77,41
U1359,61,Argentina,Standard,2023-11-16,58.7,2023-11,66,79.35,5237,73.67,0.38,0.27,0.77,35
U1360,65,Argentina,Standard,2022-01-28,372.4,2022-01,138,82.01,11317,77.7,0.51,0.38,0.72,66
U1361,34,Mexico,Basic,2023-07-27,444.9,2023-07,66,78.62,5189,70.66,0.36,0.33,0.73,32
U1362,48,Argentina,Standard,2022-02-26,114.8,2022-02,39,92.82,3620,83.76,0.59,0.33,0.79,22
U1363,61,Colombia,Basic,2022-01-06,119.9,2022-01,48,59.81,2871,62.32,0.15,0.35,0.65,25
U1364,53,Chile,Basic,2023-01-26,61.5,2023-01,65,64.26,4177,66.5,0.29,0.28,0.62,33
U1365,63,Argentina,Standard,2023-02-02,125.7,2023-02,127,81.23,10316,75.99,0.45,0.36,0.77,58
U1366,32,Mexico,Standard,2022-05-10,364.4,2022-05,53,93.15,4937,85.5,0.62,0.28,0.81,25
U1367,51,Mexico,Basic,2024-01-01,136.8,2024-01,82,68.63,5628,65.26,0.23,0.24,0.71,41
U1368,24,Mexico,Standard,2022-07-02,616.9,2022-07,116,86.72,10059,78.73,0.53,0.31,0.76,59
U1369,57,Chile,Standard,2023-03-21,28.5,2023-03,158,80.6,12735,72.5,0.44,0.3,0.78,71
U1370,43,Mexico,Basic,2023-07-12,242.4,2023-07,70,71.67,5017,63.46,0.21,0.36,0.81,34
U1371,42,Peru,Basic,2024-01-17,148.5,2024-01,111,67.12,7450,65.35,0.25,0.32,0.75,51
U1372,55,Chile,Standard,2023-04-02,401.0,2023-04,136,80.12,10897,74.58,0.44,0.26,0.76,61
U1373,46,Argentina,Premium,2023-09-15,35.2,2023-09,123,90.78,11166,85.29,0.6,0.29,0.71,56
U1374,54,Argentina,Premium,2022-10-20,137.2,2022-10,152,98.53,14977,87.29,0.67,0.35,0.74,69
U1375,63,Chile,Premium,2023-12-01,869.5,2023-12,174,91.72,15959,87.33,0.66,0.3,0.74,77
U1376,62,Peru,Standard,2022-03-11,386.1,2022-03,27,69.15,1867,74.53,0.37,0.22,0.59,15
U1377,32,Colombia,Basic,2023-06-05,419.8,2023-06,125,96.41,12051,79.19,0.51,0.38,0.78,54
U1378,33,Argentina,Standard,2022-09-14,266.6,2022-09,29,96.31,2793,88.0,0.66,0.28,0.69,14
U1379,32,Colombia,Premium,2022-03-02,180.1,2022-03,148,91.07,13479,88.93,0.76,0.26,0.61,71
U1380,47,Peru,Basic,2023-08-29,135.5,2023-08,83,72.1,5984,62.92,0.28,0.19,0.75,36
U1381,47,Peru,Standard,2022-10-15,475.9,2022-10,125,79.75,9969,75.44,0.37,0.38,0.72,62
U1382,42,Mexico,Standard,2022-02-12,136.6,2022-02,124,86.09,10675,78.7,0.46,0.27,0.77,60
U1383,40,Mexico,Basic,2022-10-01,411.5,2022-10,67,84.24,5644,72.61,0.42,0.3,0.73,30
U1384,54,Chile,Premium,2023-08-17,582.5,2023-08,49,87.92,4308,86.39,0.69,0.37,0.69,23
U1385,43,Mexico,Standard,2022-07-01,139.3,2022-07,127,82.89,10527,76.96,0.47,0.31,0.69,57
U1386,36,Peru,Premium,2022-07-12,88.0,2022-07,47,82.4,3873,93.17,0.85,0.32,0.53,24
U1387,56,Colombia,Premium,2022-01-24,404.3,2022-01,127,92.46,11742,88.26,0.68,0.26,0.72,60
U1388,39,Argentina,Standard,2022-02-26,115.6,2022-02,92,89.09,8196,86.33,0.61,0.32,0.71,49
U1389,56,Mexico,Basic,2023-11-21,31.6,2023-11,21,78.52,1649,74.29,0.29,0.48,0.67,10
U1390,65,Mexico,Standard,2022-05-09,427.2,2022-05,117,79.44,9294,73.98,0.36,0.21,0.7,57
U1391,52,Argentina,Premium,2023-04-15,301.7,2023-04,101,90.44,9134,87.77,0.68,0.25,0.7,49
U1392,35,Argentina,Basic,2023-02-09,361.6,2023-02,94,83.36,7836,78.09,0.49,0.19,0.73,41
U1393,63,Peru,Standard,2022-11-28,37.5,2022-11,133,83.86,11153,76.16,0.41,0.29,0.76,62
U1394,29,Colombia,Premium,2022-04-13,189.9,2022-04,181,99.98,18096,91.44,0.78,0.25,0.73,82
U1395,29,Mexico,Premium,2023-06-23,25.6,2023-06,86,95.79,8238,89.6,0.63,0.23,0.71,44
U1396,44,Colombia,Basic,2024-02-26,176.4,2024-02,100,77.58,7758,65.67,0.31,0.33,0.8,47
U1397,36,Chile,Basic,2022-05-30,280.8,2022-05,95,89.81,8532,81.0,0.48,0.34,0.76,45
U1398,18,Argentina,Basic,2022-02-28,210.5,2022-02,36,58.06,2090,67.44,0.28,0.47,0.53,19
U1399,39,Argentina,Basic,2023-03-05,112.1,2023-03,86,74.01,6365,68.01,0.31,0.27,0.79,41
U1400,47,Argentina,Basic,2022-03-21,221.1,2022-03,130,72.5,9425,69.33,0.38,0.37,0.77,57
U1401,22,Colombia,Premium,2023-03-16,773.5,2023-03,184,92.88,17090,86.39,0.67,0.24,0.75,87
U1402,51,Colombia,Premium,2023-01-05,778.4,2023-01,65,89.28,5803,80.09,0.49,0.31,0.74,31
U1403,61,Mexico,Standard,2022-06-17,27.8,2022-06,111,81.46,9042,69.87,0.35,0.35,0.76,53
U1404,50,Mexico,Premium,2023-12-04,404.1,2023-12,175,91.18,15957,87.98,0.68,0.3,0.68,75
U1405,22,Argentina,Standard,2022-03-13,158.8,2022-03,31,87.16,2702,73.84,0.42,0.23,0.68,16
U1406,46,Colombia,Basic,2022-01-01,160.9,2022-01,54,71.63,3868,61.34,0.22,0.2,0.87,26
U1407,31,Argentina,Premium,2023-09-27,708.8,2023-09,35,77.46,2711,89.04,0.74,0.29,0.49,19
U1408,38,Argentina,Basic,2023-01-07,493.5,2023-01,58,73.31,4252,76.18,0.45,0.33,0.62,29
U1409,53,Colombia,Basic,2023-03-29,383.6,2023-03,17,81.76,1390,70.39,0.29,0.06,0.76,10
U1410,30,Colombia,Standard,2023-02-03,166.1,2023-02,90,98.49,8864,85.27,0.64,0.21,0.82,44
U1411,33,Peru,Standard,2023-04-12,88.8,2023-04,20,84.0,1680,94.09,0.75,0.45,0.7,12
U1412,19,Chile,Basic,2023-08-11,549.5,2023-08,41,77.85,3192,65.64,0.24,0.27,0.88,18
U1413,37,Colombia,Standard,2022-07-18,390.4,2022-07,110,91.88,10107,86.54,0.72,0.27,0.72,49
U1414,56,Argentina,Standard,2023-07-27,104.3,2023-07,125,80.25,10031,75.76,0.48,0.34,0.72,61
U1415,35,Chile,Basic,2023-06-28,418.5,2023-06,60,80.08,4805,69.65,0.4,0.32,0.85,25
U1416,24,Mexico,Basic,2022-12-22,497.6,2022-12,83,56.87,4720,58.82,0.17,0.22,0.7,42
U1417,29,Argentina,Basic,2023-02-07,402.6,2023-02,29,80.21,2326,72.35,0.21,0.24,0.79,16
U1418,28,Argentina,Basic,2022-08-29,204.1,2022-08,21,78.67,1652,72.82,0.38,0.43,0.67,11
U1419,50,Peru,Premium,2023-07-02,304.5,2023-07,95,85.23,8097,82.2,0.51,0.17,0.67,48
U1420,22,Chile,Premium,2022-10-28,142.0,2022-10,58,87.79,5092,89.47,0.74,0.36,0.76,31
U1421,24,Colombia,Basic,2023-01-21,347.9,2023-01,26,64.12,1667,61.08,0.38,0.31,0.69,13
U1422,32,Mexico,Standard,2023-11-01,575.6,2023-11,46,96.74,4450,87.72,0.65,0.26,0.78,24
U1423,21,Argentina,Standard,2022-02-21,212.0,2022-02,105,76.36,8018,72.6,0.35,0.27,0.7,50
U1424,25,Mexico,Standard,2022-04-15,160.6,2022-04,23,112.09,2578,86.44,0.52,0.17,0.96,11
U1425,50,Chile,Basic,2023-04-27,110.0,2023-04,59,80.05,4723,67.68,0.27,0.2,0.83,26
U1426,49,Colombia,Standard,2022-10-02,270.1,2022-10,115,75.18,8646,72.46,0.34,0.26,0.64,54
U1427,65,Mexico,Basic,2022-09-17,10.4,2022-09,65,63.02,4096,58.32,0.12,0.26,0.77,30
U1428,29,Chile,Standard,2022-03-28,468.6,2022-03,53,85.53,4533,84.71,0.51,0.36,0.7,26
U1429,28,Mexico,Standard,2022-03-15,232.8,2022-03,79,83.76,6617,84.29,0.63,0.19,0.73,37
U1430,49,Chile,Basic,2022-12-03,178.5,2022-12,78,57.45,4481,58.84,0.18,0.33,0.67,36
U1431,18,Peru,Basic,2022-02-10,235.6,2022-02,64,55.95,3581,64.27,0.27,0.33,0.56,40
U1432,34,Mexico,Basic,2023-03-05,440.6,2023-03,101,99.76,10076,84.59,0.61,0.39,0.84,42
U1433,19,Colombia,Basic,2022-07-24,329.0,2022-07,75,63.53,4765,62.75,0.21,0.37,0.67,39
U1434,34,Peru,Basic,2022-08-11,332.6,2022-08,115,85.5,9833,76.76,0.4,0.23,0.77,50
U1435,61,Colombia,Standard,2022-05-08,97.2,2022-05,121,77.84,9419,76.55,0.44,0.28,0.67,58
U1436,42,Colombia,Standard,2022-09-18,222.1,2022-09,144,80.46,11586,74.43,0.43,0.37,0.78,64
U1437,54,Colombia,Basic,2022-08-10,160.1,2022-08,116,61.32,7113,61.57,0.2,0.28,0.69,55
U1438,53,Argentina,Premium,2022-04-21,20.0,2022-04,165,93.22,15382,87.75,0.7,0.28,0.76,72
U1439,18,Colombia,Basic,2022-12-22,310.0,2022-12,78,74.1,5780,63.11,0.26,0.24,0.81,40
U1440,41,Colombia,Basic,2022-05-25,380.4,2022-05,86,80.76,6945,71.68,0.31,0.19,0.73,35
U1441,62,Peru,Basic,2022-11-05,307.7,2022-11,19,73.16,1390,65.33,0.11,0.16,0.84,9
U1442,30,Peru,Standard,2023-11-08,409.4,2023-11,79,95.71,7561,86.09,0.65,0.23,0.8,38
U1443,40,Peru,Premium,2023-07-14,197.4,2023-07,154,90.63,13957,88.25,0.71,0.29,0.73,70
U1444,33,Mexico,Basic,2022-02-21,203.0,2022-02,87,83.33,7250,78.29,0.53,0.17,0.72,37
U1445,48,Argentina,Standard,2023-11-21,171.7,2023-11,95,85.55,8127,77.91,0.43,0.27,0.76,42
U1446,59,Chile,Standard,2023-05-17,74.1,2023-05,104,76.28,7933,77.14,0.54,0.27,0.69,56
U1447,43,Mexico,Premium,2023-08-26,238.8,2023-08,164,92.57,15181,87.32,0.71,0.3,0.76,74
U1448,30,Mexico,Premium,2022-03-19,600.8,2022-03,66,103.97,6862,89.58,0.71,0.33,0.94,28
U1449,25,Argentina,Standard,2022-04-14,654.2,2022-04,31,88.61,2747,85.01,0.58,0.32,0.81,16
U1450,35,Mexico,Basic,2022-11-21,171.2,2022-11,101,68.9,6959,69.65,0.4,0.24,0.74,47
U1451,57,Colombia,Standard,2022-02-08,270.2,2022-02,50,77.54,3877,68.52,0.28,0.36,0.8,25
U1452,28,Mexico,Basic,2022-06-04,54.1,2022-06,119,72.08,8577,77.98,0.29,0.24,0.67,59
U1453,57,Peru,Basic,2022-12-16,404.0,2022-12,37,65.16,2411,54.02,0.11,0.22,0.81,15
U1454,46,Argentina,Standard,2024-01-28,197.2,2024-01,141,84.99,11984,75.34,0.43,0.29,0.76,63
U1455,60,Argentina,Basic,2023-08-31,192.7,2023-08,94,63.38,5958,58.74,0.12,0.22,0.72,48
U1456,41,Argentina,Standard,2022-12-22,169.4,2022-12,147,82.2,12084,76.38,0.51,0.31,0.71,67
U1457,27,Colombia,Basic,2023-12-19,14.2,2023-12,54,77.57,4189,80.98,0.52,0.19,0.61,27
U1458,31,Mexico,Premium,2023-04-27,549.9,2023-04,109,96.69,10539,89.89,0.76,0.29,0.72,51
U1459,34,Argentina,Premium,2022-09-26,885.1,2022-09,166,94.64,15710,89.14,0.73,0.23,0.73,75
U1460,33,Argentina,Standard,2023-02-28,56.6,2023-02,135,89.61,12098,83.94,0.55,0.23,0.74,65
U1461,41,Mexico,Premium,2023-12-23,643.7,2023-12,84,82.2,6905,87.37,0.74,0.31,0.6,40
U1462,32,Colombia,Premium,2022-11-09,508.9,2022-11,134,104.07,13946,90.26,0.75,0.38,0.78,54
U1463,23,Colombia,Basic,2023-10-01,353.0,2023-10,112,69.41,7774,61.37,0.18,0.26,0.79,50
U1464,26,Mexico,Standard,2022-12-16,114.3,2022-12,129,94.57,12199,87.36,0.64,0.23,0.71,62
U1465,24,Colombia,Premium,2022-01-27,981.9,2022-01,26,111.31,2894,90.89,0.77,0.31,0.81,14
U1466,27,Mexico,Standard,2023-07-27,484.1,2023-07,127,88.07,11185,83.69,0.55,0.26,0.76,60
U1467,18,Peru,Standard,2022-03-13,470.3,2022-03,125,78.31,9789,76.47,0.5,0.24,0.7,61
U1468,19,Chile,Basic,2023-02-13,127.1,2023-02,101,64.23,6487,62.77,0.25,0.18,0.69,52
U1469,32,Mexico,Basic,2022-07-03,70.7,2022-07,88,78.4,6899,73.3,0.39,0.25,0.75,40
U1470,35,Colombia,Standard,2023-05-28,557.1,2023-05,53,81.0,4293,92.66,0.87,0.4,0.66,30
U1471,28,Chile,Premium,2022-10-16,147.9,2022-10,154,89.56,13792,90.53,0.78,0.38,0.66,72
U1472,49,Mexico,Premium,2022-01-22,263.9,2022-01,115,90.68,10428,82.57,0.57,0.18,0.74,49
U1473,51,Mexico,Premium,2024-02-18,154.7,2024-02,125,80.63,10079,90.6,0.76,0.38,0.55,60
U1474,20,Peru,Standard,2022-03-13,411.8,2022-03,127,81.88,10399,77.06,0.48,0.28,0.69,63
U1475,59,Argentina,Basic,2023-02-10,136.1,2023-02,27,73.7,1990,65.71,0.11,0.19,0.7,16
U1476,59,Argentina,Premium,2022-10-17,186.3,2022-10,26,81.62,2122,92.34,0.77,0.23,0.58,14
U1477,55,Mexico,Standard,2023-08-25,192.0,2023-08,67,79.63,5335,77.75,0.46,0.27,0.72,35
U1478,27,Colombia,Premium,2024-01-18,994.0,2024-01,57,94.3,5375,92.46,0.82,0.33,0.67,27
U1479,38,Mexico,Premium,2023-11-22,691.0,2023-11,153,98.79,15115,92.3,0.82,0.28,0.7,69
U1480,61,Mexico,Standard,2022-07-09,278.5,2022-07,33,75.48,2491,82.89,0.7,0.21,0.7,15
U1481,32,Colombia,Premium,2024-02-21,810.6,2024-02,160,99.57,15931,89.63,0.74,0.26,0.76,62
U1482,26,Mexico,Standard,2023-04-19,499.8,2023-04,123,90.16,11090,82.3,0.54,0.26,0.72,59
U1483,40,Mexico,Premium,2022-03-11,346.4,2022-03,125,95.02,11877,88.8,0.71,0.4,0.75,54
U1484,64,Mexico,Premium,2024-02-10,247.8,2024-02,158,88.59,13997,88.35,0.7,0.27,0.64,70
U1485,49,Peru,Standard,2022-01-25,239.7,2022-01,35,87.8,3073,85.97,0.51,0.46,0.69,18
U1486,29,Mexico,Premium,2022-08-11,93.1,2022-08,66,87.17,5753,91.52,0.76,0.38,0.65,33
U1487,40,Argentina,Standard,2022-08-04,372.3,2022-08,47,77.87,3660,86.55,0.66,0.19,0.66,25
U1488,59,Argentina,Basic,2023-11-23,171.0,2023-11,27,64.41,1739,63.15,0.11,0.22,0.78,11
U1489,26,Mexico,Standard,2023-08-04,253.9,2023-08,105,110.12,11563,89.12,0.74,0.25,0.84,53
U1490,27,Mexico,Standard,2022-11-18,209.9,2022-11,78,84.18,6566,88.22,0.67,0.37,0.64,37
